"","X","Tag","ID_Number","Grid.x","Habitat","Grid.Session.x","date.x","BaitSession","BaitGrid.x","Site.ID.x","Trap.x","Species","Recapture.x","Sex","Age","FINAL_RbPresent_First","Pr.IPA..ng.mL.","Et.IPA..ng.mL.","Rb.presence.last","Column2","Biomarker","Year","Bait","Season","Grid","Density","Area","Opossum","Raccoon","BaitGrid.y","Residency"
"150",150,925,"925_44259","B5","Bottomland","B5-2","3/4/2021","Fall 2020","B5_Fall 2020","B5-2",4.2,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B5","150","3",1.34891225127511,-0.397727676766714,"B5_Fall ",1
"151",151,926,"926_44259","B4","Bottomland","B4-2","3/4/2021","Fall 2020","B4_Fall 2020","B4-2",4.1,"Raccoon","Initial","M","Juvenile",NA,"","",1,"1",1,2020,"Rhodamine","Fall","B4","150","3",2.21495959154136,-0.691444197860304,"B4_Fall ",1
"152",152,927,"927_44259","B4","Bottomland","B4-2","3/4/2021","Fall 2020","B4_Fall 2020","B4-2",3.1,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B4","150","3",2.21495959154136,-0.691444197860304,"B4_Fall ",1
"155",155,931,"931_44277","R3","Riparian","R3-2","3/22/2021","Fall 2020","R3_Fall 2020","R3-2",5.5,"Raccoon","Initial","F","Adult",NA,"","",1,"1",1,2020,"Rhodamine","Fall","R3","150","3",-0.995188315406846,-0.372370925297292,"R3_Fall ",1
"156",156,932,"932_44277","P3","Pine","P3-2","3/22/2021","Fall 2020","P3_Fall 2020","P3-2",3.5,"Raccoon","Initial","M","Adult",NA,"","",1,"1",1,2020,"Rhodamine","Fall","P3","75","3",-1.12185877133962,-1.27897487586542,"P3_Fall ",1
"157",157,933,"933_44278","R4","Riparian","R4-2","3/23/2021","Fall 2020","R4_Fall 2020","R4-2",2.5,"Raccoon","Initial","M","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","R4","75","3",-0.439021020525689,0.133787926256266,"R4_Fall ",1
"160",160,936,"936_44266","P2","Pine","P2-2","3/11/2021","Fall 2020","P2_Fall 2020","P2-2",4.4,"Raccoon","Initial","F","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","P2","75","3",-0.826096814210231,-0.822255885063305,"P2_Fall ",1
"161",161,937,"937_44267","P2","Pine","P2-2","3/12/2021","Fall 2020","P2_Fall 2020","P2-2",5.2,"Raccoon","Initial","M","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","P2","75","3",-0.826096814210231,-0.822255885063305,"P2_Fall ",1
"162",162,938,"938_44269","P3","Pine","P3-2","3/14/2021","Fall 2020","P3_Fall 2020","P3-2",5.3,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","P3","75","3",-1.12185877133962,-1.27897487586542,"P3_Fall ",1
"163",163,939,"939_44272","R4","Riparian","R4-2","3/17/2021","Fall 2020","R4_Fall 2020","R4-2",3.4,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","R4","75","3",-0.439021020525689,0.133787926256266,"R4_Fall ",1
"164",164,940,"940_44272","R4","Riparian","R4-2","3/17/2021","Fall 2020","R4_Fall 2020","R4-2",4.5,"Raccoon","Initial","M","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","R4","75","3",-0.439021020525689,0.133787926256266,"R4_Fall ",2
"165",165,941,"941_44273","R4","Riparian","R4-2","3/18/2021","Fall 2020","R4_Fall 2020","R4-2",5.5,"Raccoon","Initial","M","Juvenile",NA,"","",1,"1",1,2020,"Rhodamine","Fall","R4","75","3",-0.439021020525689,0.133787926256266,"R4_Fall ",1
"166",166,942,"942_44273","R4","Riparian","R4-2","3/18/2021","Fall 2020","R4_Fall 2020","R4-2",3.4,"Raccoon","Initial","M","Adult",NA,"","",1,"1",1,2020,"Rhodamine","Fall","R4","75","3",-0.439021020525689,0.133787926256266,"R4_Fall ",1
"167",167,943,"943_44273","W3","Wetland","W3-2","3/18/2021","Fall 2020","W3_Fall 2020","W3-2",2.3,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","W3","75","3",-0.89968243313149,-1.27897487586542,"W3_Fall ",1
"168",168,944,"944_44273","W3","Wetland","W3-2","3/18/2021","Fall 2020","W3_Fall 2020","W3-2",2.2,"Raccoon","Initial","M","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","W3","75","3",-0.89968243313149,-1.27897487586542,"W3_Fall ",1
"169",169,945,"945_44273","P3","Pine","P3-2","3/18/2021","Fall 2020","P3_Fall 2020","P3-2",5.5,"Raccoon","Initial","F","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","P3","75","3",-1.12185877133962,-1.27897487586542,"P3_Fall ",2
"170",170,946,"946_44274","P3","Pine","P3-2","3/19/2021","Fall 2020","P3_Fall 2020","P3-2",3.5,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","P3","75","3",-1.12185877133962,-1.27897487586542,"P3_Fall ",1
"172",172,948,"948_44277","W1","Wetland","W1-2","3/22/2021","Fall 2020","W1_Fall 2020","W1-2",7.5,"Raccoon","Initial","M","Juvenile",NA,"","",1,"1",1,2020,"Rhodamine","Fall","W1","75","3",-0.828094207312918,-0.215772178642388,"W1_Fall ",1
"175",175,951,"951_44492","W2","Wetland","W2-1","10/23/2021","Fall 2020","W2_Fall 2020","W2-1",2.5,"Raccoon","Initial","M","Adult",NA,"","",1,"1",1,2020,"Rhodamine","Fall","W2","75","3",-1.12185877133962,0.760819637657431,"W2_Fall ",1
"176",176,952,"952_44492","W2","Wetland","W2-1","10/23/2021","Fall 2020","W2_Fall 2020","W2-1",1.5,"Raccoon","Initial","F","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","W2","75","3",-1.12185877133962,0.760819637657431,"W2_Fall ",1
"177",177,953,"953_44492","P5","Pine","P5-1","10/23/2021","Fall 2020","P5_Fall 2020","P5-1",1.4,"Raccoon","Initial","F","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","P5","150","3",-0.313104329910949,-0.178656965441451,"P5_Fall ",1
"178",178,954,"954_44494","B1","Bottomland","B1-1","10/25/2021","Fall 2020","B1_Fall 2020","B1-1",3.4,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B1","75","3",-0.885058201974931,1.16697589744268,"B1_Fall ",1
"180",180,958,"958_44492","B1","Bottomland","B1-1","10/23/2021","Fall 2020","B1_Fall 2020","B1-1",6.6,"Raccoon","Initial","F","Juvenile",NA,"","",1,"1",1,2020,"Rhodamine","Fall","B1","75","3",-0.885058201974931,1.16697589744268,"B1_Fall ",1
"181",181,959,"959_44492","P6","Pine","P6-1","10/23/2021","Fall 2020","P6_Fall 2020","P6-1",6.2,"Raccoon","Initial","F","Juvenile",NA,"","",1,"1",1,2020,"Rhodamine","Fall","P6","150","3",-0.876525098472441,0.0185100079475169,"P6_Fall ",1
"182",182,960,"960_44493","P6","Pine","P6-1","10/24/2021","Fall 2020","P6_Fall 2020","P6-1",7.1,"Raccoon","Initial","F","Adult",NA,"","",1,"1",1,2020,"Rhodamine","Fall","P6","150","3",-0.876525098472441,0.0185100079475169,"P6_Fall ",2
"183",183,961,"961_44494","B5","Bottomland","B5-1","10/25/2021","Fall 2020","B5_Fall 2020","B5-1",1.4,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B5","150","3",1.34891225127511,-0.397727676766714,"B5_Fall ",1
"185",185,963,"963_44495","B6","Bottomland","B6-1","10/26/2021","Fall 2020","B6_Fall 2020","B6-1",3.5,"Raccoon","Initial","F","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B6","150","3",-0.27508742137721,0.490479704003514,"B6_Fall ",1
"186",186,964,"964_44495","B1","Bottomland","B1-1","10/26/2021","Fall 2020","B1_Fall 2020","B1-1",6.6,"Raccoon","Initial","M","Adult",NA,"","",1,"1",1,2020,"Rhodamine","Fall","B1","75","3",-0.885058201974931,1.16697589744268,"B1_Fall ",1
"187",187,965,"965_44496","B5","Bottomland","B5-1","10/27/2021","Fall 2020","B5_Fall 2020","B5-1",2.5,"Raccoon","Initial","M","Juvenile",NA,"","",1,"1",1,2020,"Rhodamine","Fall","B5","150","3",1.34891225127511,-0.397727676766714,"B5_Fall ",1
"188",188,966,"966_44497","B1","Bottomland","B1-1","10/28/2021","Fall 2020","B1_Fall 2020","B1-1",5.6,"Raccoon","Initial","M","Juvenile",NA,"","",1,"1",1,2020,"Rhodamine","Fall","B1","75","3",-0.885058201974931,1.16697589744268,"B1_Fall ",1
"189",189,967,"967_44498","B6","Bottomland","B6-1","10/29/2021","Fall 2020","B6_Fall 2020","B6-1",2.1,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B6","150","3",-0.27508742137721,0.490479704003514,"B6_Fall ",1
"192",192,970,"970_44495","B1","Bottomland","B1-1","10/26/2021","Fall 2020","B1_Fall 2020","B1-1",6.1,"Raccoon","Initial","M","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B1","75","3",-0.885058201974931,1.16697589744268,"B1_Fall ",1
"194",194,972,"972_44498","R1","Riparian","R1-1","10/29/2021","Fall 2020","R1_Fall 2020","R1-1",5.1,"Raccoon","Initial","F","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","R1","75","3",-0.927485767351096,-0.644850889970845,"R1_Fall ",1
"195",195,973,"973_44499","W2","Wetland","W2-1","10/30/2021","Fall 2020","W2_Fall 2020","W2-1",3.2,"Raccoon","Initial","M","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","W2","75","3",-1.12185877133962,0.760819637657431,"W2_Fall ",1
"196",196,975,"975_44500","B5","Bottomland","B5-1","10/31/2021","Fall 2020","B5_Fall 2020","B5-1",3.3,"Raccoon","Initial","M","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B5","150","3",1.34891225127511,-0.397727676766714,"B5_Fall ",1
"198",198,977,"977_44500","B1","Bottomland","B1-1","10/31/2021","Fall 2020","B1_Fall 2020","B1-1",2.4,"Raccoon","Initial","F","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B1","75","3",-0.885058201974931,1.16697589744268,"B1_Fall ",1
"199",199,978,"978_44508","R5","Riparian","R5-1","11/8/2021","Fall 2020","R5_Fall 2020","R5-1",1.4,"Raccoon","Initial","F","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","R5","75","3",-1.12185877133962,-0.458052827797378,"R5_Fall ",1
"201",201,980,"980_44508","R2","Riparian","R2-1","11/8/2021","Fall 2020","R2_Fall 2020","R3-1",2.2,"Raccoon","Initial","F","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","R2","150","3",-0.412491074737824,1.13148687797682,"R2_Fall ",1
"203",203,982,"982_44509","R5","Riparian","R5-1","11/9/2021","Fall 2020","R5_Fall 2020","R5-1",3.1,"Raccoon","Initial","M","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","R5","75","3",-1.12185877133962,-0.458052827797378,"R5_Fall ",1
"206",206,985,"985_44512","B2","Bottomland","B2-1","11/12/2021","Fall 2020","B2_Fall 2020","B2-1",7.4,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B2","75","3",2.4676087327947,3.40395889678209,"B2_Fall ",1
"208",208,987,"987_44513","B2","Bottomland","B2-1","11/13/2021","Fall 2020","B2_Fall 2020","B2-1",9.4,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B2","75","3",2.4676087327947,3.40395889678209,"B2_Fall ",1
"209",209,988,"988_44513","B3","Bottomland","B3-1","11/13/2021","Fall 2020","B3_Fall 2020","B3-1",2.3,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B3","75","3",0.817590645156208,0.910464060750257,"B3_Fall ",2
"212",212,993,"993_44508","B2","Bottomland","B2-1","11/8/2021","Fall 2020","B2_Fall 2020","B2-1",9.1,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B2","75","3",2.4676087327947,3.40395889678209,"B2_Fall ",1
"215",215,996,"996_44509","B2","Bottomland","B2-1","11/9/2021","Fall 2020","B2_Fall 2020","B2-1",9.2,"Raccoon","Initial","M","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B2","75","3",2.4676087327947,3.40395889678209,"B2_Fall ",1
"216",216,997,"997_44498","B1","Bottomland","B1-1","10/29/2021","Fall 2020","B1_Fall 2020","B1-1",1.2,"Raccoon","Initial","M","Juvenile",NA,"","",1,"1",1,2020,"Rhodamine","Fall","B1","75","3",-0.885058201974931,1.16697589744268,"B1_Fall ",2
"217",217,998,"998_44517","R2","Riparian","R2-1","11/17/2021","Fall 2020","R2_Fall 2020","R2-1",3.4,"Raccoon","Initial","F","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","R2","150","3",-0.412491074737824,1.13148687797682,"R2_Fall ",2
"219",219,1000,"1000_44528","R4","Riparian","R4-1","11/28/2021","Fall 2020","R4_Fall 2020","R4-1",5.1,"Raccoon","Initial","M","Adult",NA,"","",1,"1",1,2020,"Rhodamine","Fall","R4","75","3",-0.439021020525689,0.133787926256266,"R4_Fall ",1
"221",221,1002,"1002_44509","B3","Bottomland","B3-1","11/9/2021","Fall 2020","B3_Fall 2020","B3-1",5.3,"Raccoon","Initial","M","Adult",NA,"","",1,"1",1,2020,"Rhodamine","Fall","B3","75","3",0.817590645156208,0.910464060750257,"B3_Fall ",1
"223",223,1004,"1004_44510","B2","Bottomland","B2-1","11/10/2021","Fall 2020","B2_Fall 2020","B2-1",8.3,"Raccoon","Initial","F","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B2","75","3",2.4676087327947,3.40395889678209,"B2_Fall ",1
"224",224,1005,"1005_44510","B2","Bottomland","B2-1","11/10/2021","Fall 2020","B2_Fall 2020","B2-1",8.4,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B2","75","3",2.4676087327947,3.40395889678209,"B2_Fall ",1
"226",226,1008,"1008_44511","B2","Bottomland","B2-1","11/11/2021","Fall 2020","B2_Fall 2020","B2-1",6.1,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B2","75","3",2.4676087327947,3.40395889678209,"B2_Fall ",2
"227",227,1009,"1009_44511","B3","Bottomland","B3-1","11/11/2021","Fall 2020","B3_Fall 2020","B3-1",2.4,"Raccoon","Initial","F","Adult",NA,"","",1,"1",1,2020,"Rhodamine","Fall","B3","75","3",0.817590645156208,0.910464060750257,"B3_Fall ",1
"229",229,1011,"1011_44512","B2","Bottomland","B2-1","11/12/2021","Fall 2020","B2_Fall 2020","B2-1",8.2,"Raccoon","Initial","F","Juvenile",NA,"","",1,"1",1,2020,"Rhodamine","Fall","B2","75","3",2.4676087327947,3.40395889678209,"B2_Fall ",1
"231",231,1013,"1013_44513","B3","Bottomland","B3-1","11/13/2021","Fall 2020","B3_Fall 2020","B3-1",1.4,"Raccoon","Initial","F","Adult",NA,"","",1,"1",1,2020,"Rhodamine","Fall","B3","75","3",0.817590645156208,0.910464060750257,"B3_Fall ",1
"232",232,1014,"1014_44515","B2","Bottomland","B2-1","11/15/2021","Fall 2020","B2_Fall 2020","B2-1",9.3,"Raccoon","Initial","M","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B2","75","3",2.4676087327947,3.40395889678209,"B2_Fall ",1
"234",234,1016,"1016_44515","W1","Wetland","W1-1","11/15/2021","Fall 2020","W1_Fall 2020","W1-1",7.2,"Raccoon","Initial","F","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","W1","75","3",-0.828094207312918,-0.215772178642388,"W1_Fall ",1
"235",235,1020,"1020_44531","R3","Riparian","R3-1","12/1/2021","Fall 2020","R3_Fall 2020","R3-1",3.4,"Raccoon","Initial","F","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","R3","150","3",-0.995188315406846,-0.372370925297292,"R3_Fall ",1
"236",236,1021,"1021_44533","R4","Riparian","R4-1","12/3/2021","Fall 2020","R4_Fall 2020","R4-1",4.1,"Raccoon","Initial","F","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","R4","75","3",-0.439021020525689,0.133787926256266,"R4_Fall ",1
"237",237,1022,"1022_44535","W6","Wetland","W6-1","12/5/2021","Fall 2020","W6_Fall 2020","W6-1",5.1,"Raccoon","Initial","M","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","W6","150","3",-0.91337181104455,-0.483961875786898,"W6_Fall ",1
"238",238,1023,"1023_44535","W6","Wetland","W6-1","12/5/2021","Fall 2020","W6_Fall 2020","W6-1",5.4,"Raccoon","Initial","F","Juvenile",NA,"","",0,"0",0,2020,"Rhodamine","Fall","W6","150","3",-0.91337181104455,-0.483961875786898,"W6_Fall ",1
"239",239,1025,"1025_44511","B4","Bottomland","B4-1","11/11/2021","Fall 2020","B4_Fall 2020","B4-1",2.4,"Raccoon","Initial","M","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","B4","150","3",2.21495959154136,-0.691444197860304,"B4_Fall ",1
"240",240,1026,"1026_44513","R2","Riparian","R2-1","11/13/2021","Fall 2020","R2_Fall 2020","R2-1",5.2,"Raccoon","Initial","M","Adult",NA,"","",1,"1",1,2020,"Rhodamine","Fall","R2","150","3",-0.412491074737824,1.13148687797682,"R2_Fall ",4
"241",241,1027,"1027_44516","R5","Riparian","R5-1","11/16/2021","Fall 2020","R5_Fall 2020","R5-1",1.3,"Raccoon","Initial","M","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","R5","75","3",-1.12185877133962,-0.458052827797378,"R5_Fall ",1
"242",242,1028,"1028_44517","B3","Bottomland","B3-1","11/17/2021","Fall 2020","B3_Fall 2020","B3-1",7.2,"Raccoon","Initial","F","Adult",NA,"","",1,"1",1,2020,"Rhodamine","Fall","B3","75","3",0.817590645156208,0.910464060750257,"B3_Fall ",1
"243",243,1029,"1029_44517","B4","Bottomland","B4-1","11/17/2021","Fall 2020","B4_Fall 2020","B4-1",3.5,"Raccoon","Initial","M","Adult",NA,"","",1,"1",1,2020,"Rhodamine","Fall","B4","150","3",2.21495959154136,-0.691444197860304,"B4_Fall ",1
"244",244,1031,"1031_44527","R4","Riparian","R4-1","11/27/2021","Fall 2020","R4_Fall 2020","R4-1",4.5,"Raccoon","Initial","M","Adult",NA,"","",0,"0",0,2020,"Rhodamine","Fall","R4","75","3",-0.439021020525689,0.133787926256266,"R4_Fall ",1
"247",247,33,"33_44499","P5","Pine","P5-1","10/30/2021","Fall 2021","P5_Fall 2021","P5-1",4.4,"Raccoon","Initial","F","Adult",NA,"","40",NA,"40",1,2021,"Pr_IPA","Fall","P5","150","3",-0.313104329910949,-0.178656965441451,"P5_Fall ",3
"248",248,216,"216_44644","R3","Riparian","R3-2","3/24/2022","Fall 2021","R3_Fall 2021","R3-2",5.4,"Raccoon","Initial","F","Adult",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","R3","150","3",-0.995188315406846,-0.372370925297292,"R3_Fall ",3
"249",249,416,"416_44532","R4","Riparian","R4-1","12/2/2021","Fall 2021","R4_Fall 2021","R4-1",4.4,"Raccoon","Initial","F","Adult",NA,"","422",NA,"422",1,2021,"Pr_IPA","Fall","R4","75","3",-0.439021020525689,0.133787926256266,"R4_Fall ",1
"250",250,431,"431_44624","B4","Bottomland","B4-2","3/4/2022","Fall 2021","B4_Fall 2021","B4-2",3.2,"Raccoon","Initial","M","Adult",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","B4","150","3",2.21495959154136,-0.691444197860304,"B4_Fall ",1
"251",251,482,"482_44513","B2","Bottomland","B2-1","11/13/2021","Fall 2021","B2_Fall 2021","B2-1",3.4,"Raccoon","Initial","F","Juvenile",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","B2","75","3",2.4676087327947,3.40395889678209,"B2_Fall ",7
"252",252,524,"524_44644","R3","Riparian","R3-2","3/24/2022","Fall 2021","R3_Fall 2021","R3-2",5.2,"Raccoon","Initial","M","Adult",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","R3","150","3",-0.995188315406846,-0.372370925297292,"R3_Fall ",4
"253",253,557,"557_44605","P6","Pine","P6-2","2/13/2022","Fall 2021","P6_Fall 2021","P6-2",5.2,"Raccoon","Initial","M","Adult",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","P6","150","3",-0.876525098472441,0.0185100079475169,"P6_Fall ",11
"254",254,614,"614_44495","B6","Bottomland","B6-1","10/26/2021","Fall 2021","B6_Fall 2021","B6-1",1.3,"Raccoon","Initial","M","Adult",NA,"","288",NA,"288",1,2021,"Pr_IPA","Fall","B6","150","3",-0.27508742137721,0.490479704003514,"B6_Fall ",5
"255",255,661,"661_44607","B5","Bottomland","B5-2","2/15/2022","Fall 2021","B5_Fall 2021","B5-2",3.2,"Raccoon","Initial","M","Adult",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","B5","150","3",1.34891225127511,-0.397727676766714,"B5_Fall ",2
"256",256,725,"725_44606","B6","Bottomland","B6-2","2/14/2022","Fall 2021","B6_Fall 2021","B6-2",5.3,"Raccoon","Initial","M","Adult",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","B6","150","3",-0.27508742137721,0.490479704003514,"B6_Fall ",3
"257",257,733,"733_44603","B6","Bottomland","B6-2","2/11/2022","Fall 2021","B6_Fall 2021","B6-2",4.1,"Raccoon","Initial","F","Adult",NA,"","101",NA,"101",1,2021,"Pr_IPA","Fall","B6","150","3",-0.27508742137721,0.490479704003514,"B6_Fall ",7
"258",258,779,"779_44639","P2","Pine","P2-2","3/19/2022","Fall 2021","P2_Fall 2021","P2-2",1.2,"Raccoon","Initial","F","Juvenile",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","P2","75","3",-0.826096814210231,-0.822255885063305,"P2_Fall ",3
"260",260,828,"828_44607","B6","Bottomland","B6-2","2/15/2022","Fall 2021","B6_Fall 2021","B6-2",4.1,"Raccoon","Initial","F","Adult",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","B6","150","3",-0.27508742137721,0.490479704003514,"B6_Fall ",2
"261",261,830,"830_44496","B6","Bottomland","B6-1","10/27/2021","Fall 2021","B6_Fall 2021","B6-1",1.2,"Raccoon","Initial","F","Juvenile",NA,"","30*",NA,"30*",1,2021,"Pr_IPA","Fall","B6","150","3",-0.27508742137721,0.490479704003514,"B6_Fall ",5
"264",264,853,"853_44623","R2","Riparian","R2-2","3/3/2022","Fall 2021","R2_Fall 2021","R2-2",4.3,"Raccoon","Initial","M","Adult",NA,"","1430",NA,"1430",1,2021,"Pr_IPA","Fall","R2","150","3",-0.412491074737824,1.13148687797682,"R2_Fall ",9
"265",265,856,"856_44629","B2","Bottomland","B2-2","3/9/2022","Fall 2021","B2_Fall 2021","B2-2",4.2,"Raccoon","Initial","M","Adult",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","B2","75","3",2.4676087327947,3.40395889678209,"B2_Fall ",2
"267",267,878,"878_44608","P6","Pine","P6-2","2/16/2022","Fall 2021","P6_Fall 2021","P6-2",2.4,"Raccoon","Initial","M","Adult",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","P6","150","3",-0.876525098472441,0.0185100079475169,"P6_Fall ",4
"268",268,881,"881_44510","B2","Bottomland","B2-1","11/10/2021","Fall 2021","B2_Fall 2021","B2-1",1.3,"Raccoon","Initial","M","Adult",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","B2","75","3",2.4676087327947,3.40395889678209,"B2_Fall ",2
"269",269,908,"908_44643","W6","Wetland","W6-2","3/23/2022","Fall 2021","W6_Fall 2021","W6-2",2.5,"Raccoon","Initial","F","Adult",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","W6","150","3",-0.91337181104455,-0.483961875786898,"W6_Fall ",2
"270",270,918,"918_44646","R3","Riparian","R3-2","3/26/2022","Fall 2021","R3_Fall 2021","R3-2",5.2,"Raccoon","Initial","M","Adult",NA,"","33*",NA,"33*",1,2021,"Pr_IPA","Fall","R3","150","3",-0.995188315406846,-0.372370925297292,"R3_Fall ",2
"274",274,951,"951_44492","W2","Wetland","W2-1","10/23/2021","Fall 2021","W2_Fall 2021","W2-1",2.5,"Raccoon","Initial","M","Adult",NA,"","313",NA,"313",1,2021,"Pr_IPA","Fall","W2","75","3",-1.12185877133962,0.760819637657431,"W2_Fall ",1
"275",275,952,"952_44492","W2","Wetland","W2-1","10/23/2021","Fall 2021","W2_Fall 2021","W2-1",1.5,"Raccoon","Initial","F","Juvenile",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","W2","75","3",-1.12185877133962,0.760819637657431,"W2_Fall ",1
"276",276,953,"953_44492","P5","Pine","P5-1","10/23/2021","Fall 2021","P5_Fall 2021","P5-1",1.4,"Raccoon","Initial","F","Adult",NA,"","44*",NA,"44*",1,2021,"Pr_IPA","Fall","P5","150","3",-0.313104329910949,-0.178656965441451,"P5_Fall ",1
"277",277,954,"954_44494","B1","Bottomland","B1-1","10/25/2021","Fall 2021","B1_Fall 2021","B1-1",3.4,"Raccoon","Initial","M","Juvenile",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","B1","75","3",-0.885058201974931,1.16697589744268,"B1_Fall ",1
"279",279,958,"958_44492","B1","Bottomland","B1-1","10/23/2021","Fall 2021","B1_Fall 2021","B1-1",6.6,"Raccoon","Initial","F","Juvenile",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","B1","75","3",-0.885058201974931,1.16697589744268,"B1_Fall ",1
"280",280,959,"959_44492","P6","Pine","P6-1","10/23/2021","Fall 2021","P6_Fall 2021","P6-1",6.2,"Raccoon","Initial","F","Juvenile",NA,"","807",NA,"807",1,2021,"Pr_IPA","Fall","P6","150","3",-0.876525098472441,0.0185100079475169,"P6_Fall ",1
"281",281,960,"960_44493","P6","Pine","P6-1","10/24/2021","Fall 2021","P6_Fall 2021","P6-1",7.1,"Raccoon","Initial","F","Adult",NA,"","1780",NA,"1780",1,2021,"Pr_IPA","Fall","P6","150","3",-0.876525098472441,0.0185100079475169,"P6_Fall ",2
"282",282,961,"961_44494","B5","Bottomland","B5-1","10/25/2021","Fall 2021","B5_Fall 2021","B5-1",1.4,"Raccoon","Initial","M","Juvenile",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","B5","150","3",1.34891225127511,-0.397727676766714,"B5_Fall ",1
"284",284,963,"963_44495","B6","Bottomland","B6-1","10/26/2021","Fall 2021","B6_Fall 2021","B6-1",3.5,"Raccoon","Initial","F","Adult",NA,"","1250",NA,"1250",1,2021,"Pr_IPA","Fall","B6","150","3",-0.27508742137721,0.490479704003514,"B6_Fall ",1
"285",285,964,"964_44495","B1","Bottomland","B1-1","10/26/2021","Fall 2021","B1_Fall 2021","B1-1",6.6,"Raccoon","Initial","M","Adult",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","B1","75","3",-0.885058201974931,1.16697589744268,"B1_Fall ",1
"286",286,965,"965_44496","B5","Bottomland","B5-1","10/27/2021","Fall 2021","B5_Fall 2021","B5-1",2.5,"Raccoon","Initial","M","Juvenile",NA,"","ND",NA,"ND",0,2021,"Pr_IPA","Fall","B5","150","3",1.34891225127511,-0.397727676766714,"B5_Fall ",1
